session_id,child_id,activity_id,session_date,avg_attention_duration,response_time,task_completion_rate,engagement_score,number_of_attention_shifts
105946,8841,800,2026-04-13,665.64,3.32,64.98,62.74,12
105948,10284,866,2030-12-30,571.62,7.04,46.04,53.65,7
105949,7693,368,2025/05/09 00:00:00,668.19,4.64,37.80,47.17,12
105950,5382,277,2025-09-10,817.25,3.14,56.44,36.25,11
105951,4290,646,2026-02-21,4.51,18.91,56.13,,19
105952,4833,148,"June 30, 2025",292.93,<1,39.04,60.11,19
105953,8030,205,2026-05-16,704.25,3.87,58.68,64.63,12
105954,6277,347,12-24-2025,337.3,5.41,75.03,80.52,7
105955,6156,457,2025-06-05,887.53,4.45,59.50,67.45,14
105956,3347,269,2024-12-30,246.22,6.56,36.28,38.89,17
105957,6511,150,2025-11-12,550.38,8.32,74.83,100.28,18
105958,5627,942,2025-05-27,691.04,3.26,69.63,63.23,12
105959,4661,886,2025-08-31,639.52,15.67,75.81,80.83,4
105960,4880,669,2025/02/16 00:00:00,620.82,4.56,79.62,78.06,10
105961,9279,1106,"March 02, 2026",4.97,3.09,71.85,70.19,18
105962,11402,860,2025-04-28,457.75,4.95,69.19,72.26,13
105963,10269,898,2026-02-16,7.4,9.09,69.00,75.77,17
105964,8652,708,09/02/2026,481.27,<1,64.33,50.96,11
105965,6274,1477,2026-01-03,328.49,6.69,44.83,57.04,12
105966,3987,806,2025-10-30,599.41,9.12,54.97,47.42,3
105967,10747,790,,879.89,22.53,21.75,59.78,16
105968,10384,837,,726.89,2.3,69.82,52.44,12
105969,9702,1218,2026-03-14,710.26,9.27,86.56,88.40,7
105971,386,673,2025-09-26,102.06,13.57,54.73,56.92,18
105972,11894,273,2025/06/12 00:00:00,545.38,3.07,80.00,81.25,10
105973,8934,694,02-01-2025,499.31,9.69,42.33,57.74,7
105974,10042,595,2025-03-16,366.77,4.36,30.74,58.61,
105975,11491,15751,2026-09-12,,9.3,60.82,,5
105976,7546,998,15 Nov 2025,7.19,18.09,98.23,96.89,0
105977,10922,275,2025-06-16,,,42.94,47.28,7
105978,11053,419,2025-09-01,531.33,18.06,69.02,68.97,16
105979,6068,460,2025-05-24,324.59,7.33,48.10,66.07,18
105980,2951,847,2024-04-12,515.92,1.07,,51.86,11
105981,4464,361,2025-09-09,619.67,4.63,44.86,42.86,11
105982,4676,204,2026-03-11,756.63,4.27,55.52,68.83,9
105983,7722,1464,19 Apr 2024,746.51,2.52,71.52,75.40,7
105984,7905,509,2026-03-23,,10.22,38.62,41.92,8
105985,10063,816,2026-01-20,566.0,,62.80,75.22,1
105986,10793,210,31/03/2025,541.25,<1,55.57,196.78,12
105988,6488,761,2024-12-06,258.63,12.35,54.46,49.89,17
105989,56120,457,2025-06-20,582.08,6.26,,75.11,12
105990,5848,1221,2026-03-17,487.31,8.26,64.44,86.77,14
105991,785,1347,2025-05-01,563.65,9.76,51.01,58.05,13
105992,1207,279,2025-10-11,794.24,9.91,67.01,47.42,7
105993,3421,603,2025-10-18,86.91,2.77,39.32,49.00,19
105994,11859,966,2026-02-09,481.17,11.26,58.95,53.20,14
105995,5710,381,2025-04-29,583.6,3.1,,44.26,9
105996,1083,697,2025-08-01,378.43,3.96,56.57,50.70,8
105997,2591,1201,2024-12-16,955.06,7.14,,79.37,8
105998,10143,913,2025-05-02,10.61,1.86,70.77,92.32,9
105999,6745,1020,2025-11-20,881.62,6.86,60.96,,17
106000,11971,45,2025-03-10,650.9,5.78,41.46,40.47,9
106001,9726,175,2025-10-11,846.99,8.74,62.92,71.35,12
106002,5320,106,2025-05-21,608.42,n/a,53.06,51.14,9
106003,7408,935,2025-10-20,12.96,0.87,74.80,85.50,8
106004,2787,463,24 May 2026,637.64,5.98,63.40,81.68,7
106005,3440,152,2025-10-11,211.32,8.31,55.45,85.59,15
106006,8638,108,2025-09-20,566.74,3.19,50.58,66.56,13
106007,8039,1373,2025-02-20,313.14,11.92,59.42,57.02,22
106008,8061,2,2026-06-11,<1,1.21,72.57,-4.72,8
106009,3338,418,2024-10-29,824.73,7.39,,58.97,8
106011,4491,1041,2026-01-05,,9.58,73.73,77.19,6
106012,4703,426,2025-10-30,266.28,6.25,57.41,72.07,14
106013,1113,32,2025/03/08 00:00:00,581.12,3.61,0.22,42.20,20
106014,5418,1216,2025-05-17,650.64,1.98,77.26,89.30,-5
106015,10210,1088,"January 29, 2026",320.31,4.58,44.52,29.65,11
106016,4773,273,2024-12-05,491.74,6.5,50.96,40.17,14
106017,3029,6,2025-05-20,5.63,3.09,51.73,52.84,14
106018,4525,147,2025-12-31,585.41,7.17,58.11,77.81,9
106019,715,980,2025-12-26,454.44,10.26,52.22,50.39,12
106020,6423,1211,01 Feb 2025,471.39,3.14,78.63,82.82,11
106021,9266,718,2025-13-05,747.93,7.2,39.10,38.51,16
106022,1801,266,2024-10-19,297.4,,45.21,39.35,15
106023,9608,103,11/11/2024,533.07,10.52,31.87,39.75,19
106024,6226,354,2026-02-01,585.09,1.63,47.63,55.96,11
106025,8802,608,2024-09-15,--,16.32,54.35,45.85,16
106026,10599,400,2025-12-13,558.68,7.76,83.02,83.18,8
106027,6298,1191,2025/08/08 00:00:00,710.04,6.48,56.83,70.01,10
106028,11177,847,2025-11-13,TBD,16.13,52.61,58.79,11
106029,6644,586,2025/07/23 00:00:00,825.87,,55.70,81.79,10
106030,10601,1372,2026-04-04,407.98,24.17,63.81,60.54,10
106031,7806,116,2025-08-29,815.22,9.28,51.97,57.28,12
106032,2322,1124,2025-04-11,>60,>60,80.49,91.77,8
106033,4869,1090,2025-03-23,605.05,4.63,49.11,47.47,5
106034,10698,1340,2024-10-23,--,1.49,47.17,53.49,11
106035,2361,1012,2025-05-13,8.08,6.64,,65.70,13
106036,6292,727,2025-08-24,602.96,4.38,59.58,61.41,
106037,9581,1417,2026-02-11,14.36,3.8,41.94,42.34,13
106038,44,835,2025-08-22,738.37,TBD,,38.44,21
106039,4369,107,2026-02-08,769.67,15.28,41.97,49.04,8
106040,10438,369,07 May 2024,807.95,2.07,68.63,78.32,9
106041,7426,394,2025-04-21,360.08,>60,44.94,50.90,17
106043,3237,149,2025-07-26,826.89,13.7,56.06,68.51,6
106044,11524,1340,2026-02-04,285.23,3.81,68.05,73.73,13
106045,9366,578,2026-01-27,548.61,2.09,55.38,51.94,10
106046,9215,348,05/06/2025,558.24,10.05,65.48,85.63,10
106047,5941,158,2025-11-28,598.47,0.89,48.86,-25.44,20
106048,3910,598,2025-10-12,472.8,,66.43,130.57,16
106049,4134,567,2024-10-07,628.8,3.36,,103.04,10
106050,10322,849,2025-11-01,<1,22.61,44.29,56.14,13
106051,11102,248,03/03/2025,597.52,4.59,73.27,66.69,17
106052,3215,271,2025-10-19,142.21,15.59,40.87,39.50,18
106053,8104,812,2024-07-03,557.53,6.06,45.09,69.61,-7
106054,11582,875,2026-04-30,690.92,3.68,62.84,61.63,10
106055,4160,939,2024-05-15,373.8,12.0,36.51,49.79,15
106056,1567,279,2025-05-22,590.5,8.21,45.21,33.45,11
106057,142,1472,2025-11-22,560.56,,75.27,89.67,6
106058,2234,921,2024-09-30,7.04,0.81,78.96,79.58,12
106059,6912,13,2025-11-13,9.31,3.88,71.74,73.96,11
106060,1176,154,2025-04-25,400.82,4.01,44.49,69.89,10
106061,3536,804,31/02/2025,366.4,8.72,54.26,51.69,11
106062,11311,108,2023-06-19,488.01,4.97,66.25,70.06,
106063,1582,349,17/11/2025,626.92,12.35,67.84,74.47,7
106064,7753,963,2025-07-03,701.98,5.99,30.39,50.11,14
106065,1252,447,28/12/2025,552.6,4.46,65.79,81.38,13
106067,722,551,2025-03-08,613.96,7.13,49.01,70.51,12
106068,6036,1037,2026-02-13,406.73,10.83,56.48,51.20,10
106069,9092,1283,2025-05-29,526.37,4.58,70.92,69.24,11
106070,7194,393,2025-07-09,596.64,17.36,62.46,63.41,14
106071,7192,408,2025-06-20,585.71,6.08,75.64,84.67,7
106072,8443,654,"October 06, 2025",4.1,11.36,39.41,53.04,11
106073,2256,224,2026-04-14,470.3,6.23,57.66,63.52,13
106074,10207,425,2024-06-23,386.4,5.74,67.41,74.82,16
106075,2364,441,2025-11-18,380.23,7.38,37.12,59.37,19
106078,5711,1018,2026-01-22,664.71,20.45,54.00,51.53,16
106079,9410,626,2025-03-19,616.32,15.23,78.25,59.26,14
106080,4044,842,"May 20, 2025",675.72,6.73,34.24,142.15,13
106081,9957,423,2025-09-10,208.31,5.63,52.42,56.09,21
106082,5356,783,2024-09-18,<1,5.04,62.90,83.21,15
106083,2968,1291,2024-11-12,621.77,4.62,46.43,58.90,11
106084,9205,394,2025-09-24,537.91,12.8,41.97,49.94,17
106085,3372,374,2024-11-04,279.91,<1,61.99,64.43,12
106086,5416,428,2024-05-28,219.69,9.58,53.18,57.31,19
106089,10309,973,"September 09, 2025",490.98,16.49,65.48,51.07,8
106091,9300,1021,2024-11-08,708.28,7.69,52.13,58.11,13
106092,4028,1215,2024-09-21,354.77,13.98,47.86,59.10,15
106093,5739,864,2025-03-26,614.69,2.86,56.79,74.43,11
106094,415,1211,N/A,361.1,4.58,41.88,59.33,15
106095,1774,1034,06 Jul 2025,395.21,6.22,51.69,73.68,12
106097,9594,1141,2026-03-07,430.43,7.32,63.98,67.69,12
106098,8567,1036,2025-10-12,349.26,7.79,40.16,69.15,22
106099,8195,369,,408.74,5.6,53.46,-9.42,13
106100,4289,67,2025-09-27,443.55,5.87,56.65,67.31,7
106101,1456,1087,01-20-2026,297.53,6.59,61.55,70.95,15
106102,11020,391,05-02-2026,not recorded,6.85,39.28,37.13,9
106103,9253,1218,2026-04-26,428.47,3.52,66.03,86.40,7
106104,11113,856,2025-13-05,441.05,5.91,39.60,55.78,16
106105,3143,838,2025-02-20,,,33.57,42.06,20
106106,710,636,2026-04-17,6.47,10.65,63.50,60.45,10
106107,7499,443,2025-10-25,408.05,TBD,85.39,92.54,9
106108,2939,306,2025-10-01,540.67,4.97,55.18,62.94,12
106109,3846,784,2025-01-30,710.13,-6.44,41.55,62.05,13
106110,7401,1209,2025-03-27,516.26,>60,42.27,57.92,15
106111,8308,1214,2024-10-24,552.91,10.14,54.40,60.03,9
106112,3285,805,2025-12-10,696.0,7.83,-39.51,88.81,4
106114,9804,1385,2025-08-20,667.55,10.82,54.30,72.82,14
106115,5170,1318,,480.7,7.7,59.31,77.02,17
106116,11700,713,2025-06-22,533.56,,42.65,54.56,19
106118,2967,1210,2025-12-12,601.88,7.17,61.22,54.62,10
106119,5678,27,"November 04, 2025",362.68,3.88,61.00,53.81,11
106120,9108,1454,2025-01-07,496.81,11.82,45.83,50.38,12
106121,8389,1269,2025-11-28,201.72,7.51,63.74,49.88,10
106122,653,864,"June 02, 2025",437.19,5.13,66.34,84.30,10
106123,5247,412,08 Jul 2025,not recorded,3.5,31.97,48.92,8
106124,8228,1021,2025-07-19,507.32,,,66.00,13
106125,7183,137,2025-06-30,382.19,14.66,58.31,64.55,14
106126,2564,1010,2024/07/30 00:00:00,5.95,16.6,75.24,100.00,14
106127,8092,1436,2025-02-16,852.99,4.12,63.83,83.44,18
106128,9411,135,22/05/2026,566.74,13.2,46.23,50.79,10
106130,5923,134,2025-03-02,356.26,11.65,42.36,59.09,10
106131,5429,289,2025-04-24,479.65,9.47,,48.87,10
106134,10250,366,2025-01-28,635.87,9.14,55.13,47.17,
106135,10819,766,2025-04-18,302.08,19.73,62.33,62.77,7
106136,3339,371,2025-11-20,555.14,4.28,54.13,72.24,16
106137,10625,1003,31/02/2025,6.17,11.08,54.53,73.16,20
106138,7849,807,2025-07-19,783.53,7.77,48.49,56.87,11
106139,10183,1213,17 May 2025,956.02,14.7,83.06,81.59,7
106140,9750,831,2025-12-27,507.18,4.87,59.21,84.78,14
106141,8991,340,2025-09-10,694.58,13.51,66.01,76.55,3
106142,1490,731,0000-00-00,,2.67,63.55,53.21,18
106143,6976,644,2025-02-20,13.96,8.05,42.58,37.49,11
106144,8525,590,2026-04-02,555.77,,55.85,69.07,15
106145,4369,1480,2025-06-28,806.33,10.35,47.60,60.34,14
106146,7723,345,2025/01/25 00:00:00,719.82,11.73,54.97,59.42,11
106147,11330,335,2025/08/10 00:00:00,438.28,9.11,50.20,-15.07,7
106148,717,617,2025-01-26,471.01,4.18,48.96,51.74,16
106149,8352,908,2025-09-16,3.86,5.81,41.77,57.19,21
106150,2096,750,2024-12-05,,18.75,37.21,47.77,14
106151,4538,816,20 May 2025,568.95,8.76,68.83,82.62,15
106152,10455,206,2025-11-21,522.4,6.08,45.56,50.60,11
106153,11296,861,02/09/2025,313.65,4.0,49.14,65.45,14
106154,4862,838,2025-01-18,433.65,12.25,682.83,58.57,14
106155,10048,417,2024-08-26,867.44,4.57,47.71,45.09,15
106156,8183,1337,2025-08-22,666.91,8.34,70.76,64.48,9
106157,4963,282,2026/05/02 00:00:00,775.01,5.33,55.53,72.61,9
106158,1949,53,24 Jul 2025,492.51,2.37,75.78,77.45,10
106159,11224,1187,2025-10-09,385.38,3.54,61.08,73.30,12
106160,4434,644,01 Jan 2025,8.78,>60,52.35,54.50,15
106161,8687,1458,2026-05-03,543.98,n/a,50.99,54.77,6
106162,7688,1258,2025-05-13,380.87,8.61,40.16,,16
106163,6139,1058,2025-12-01,473.67,4.67,64.52,54.99,16
106164,2394,34,2026-02-19,586.72,8.46,44.51,43.91,10
106165,10037,601,2025/09/08 00:00:00,564.09,5.95,50.33,51.89,15
106166,3037,1105,2025-03-08,549.77,9.92,54.04,61.33,15
106167,5775,920,08-04-2025,,12.49,81.26,84.32,10
106168,10274,590,14 Apr 2026,639.82,11.73,81.70,75.07,6
106169,4517,1490,2025-11-21,584.85,3.24,67.51,75.84,9
106170,1145,35861,2025-07-28,403.15,6.75,39.64,48.27,14
106171,5955,772,2025-06-10,280.16,5.23,51.45,67.92,14
106172,3446,1498,"November 29, 2025",436.21,3.16,61.60,81.90,9
106173,11590,21978,"December 31, 2025",575.81,3.73,73.94,69.06,12
106174,9533,411,18/10/2024,617.83,3.91,,58.81,14
106175,6895,300,2025-01-18,709.97,5.19,69.28,72.01,7
106176,6416,148,2025-01-16,573.41,5.03,49.11,67.43,20
106177,2940,1090,22/02/2025,315.22,11.99,73.55,62.67,17
106178,1014,625,2025-04-02,643.71,5.87,54.42,109.89,13
106179,8766,229,2026-02-24,676.69,7.51,66.68,66.18,7
106180,2330,1485,2025-08-19,870.54,3.66,71.91,93.06,10
106181,3722,11544,2025-02-18,709.42,5.55,46.58,53.18,14
106182,3227,1025,2025-12-20,367.53,10.84,45.00,45.32,13
106183,2096,767,2025-01-18,663.96,16.99,56.47,63.24,7
106184,6602,738,02-05-2025,,8.81,28.93,41.30,18
106185,3058,811,2025-08-10,732.4,6.97,57.44,65.87,8
106186,6428,1053,2026-01-19,527.36,4.64,25.92,28.52,14
106187,10840,821,"January 04, 2026",556.14,7.21,69.45,78.77,8
106188,4163,235,2026-02-28,664.94,3.54,57.93,182.71,11
106189,2438,267,2024-11-21,553.35,4.92,47.48,50.54,15
106190,2495,54,2025-02-28,538.72,9.37,48.92,45.29,6
106191,3918,1484,2025-04-01,217.66,4.33,31.97,48.67,12
106192,7288,441,2026-01-25,707.73,3.78,76.20,71.25,10
106193,4894,719,2026-01-06,582.04,9.98,76.86,59.38,7
106194,8080,1096,31/02/2025,560.49,12.32,51.83,55.84,10
106195,77,294,2025/11/03 00:00:00,361.93,6.03,50.52,53.55,16
106196,3959,865,2025-05-05,528.92,not recorded,52.66,57.32,5
106198,2266,442,31/02/2025,473.3,5.0,55.60,64.18,17
106199,4895,718,2026/01/28 00:00:00,423.62,3.87,83.06,72.50,6
106200,1077,1447,2025-08-19,746.32,7.85,47.06,57.75,
106201,7546,1409,2026-01-15,4.43,2.02,64.50,55.90,10
106202,11236,647,29 Jun 2025,14.77,,51.10,49.78,12
106203,604,358,2025-02-02,754.84,<1,60.04,68.33,7
106204,7178,620,2025-12-18,367.04,9.71,,44.57,14
106206,6488,765,2025-02-09,298.99,3.82,35.07,52.06,15
106207,6441,117,2025-06-06,46771.59,7.49,55.61,69.85,13
106208,3675,251,2025-12-28,488.1,<1,57.58,45.69,8
106209,8572,426,03/09/2025,505.19,2.79,71.39,69.80,9
106210,9512,598,2025-01-26,n/a,11.53,60.68,68.20,11
106211,9938,116,2025-07-28,556.13,3.32,70.47,84.24,6
106212,3884,589,2025/05/14 00:00:00,788.6,9.74,75.91,75.44,9
106213,5950,976,2025-08-17,453.7,3.24,56.30,97.34,11
106214,5293,457,08 Mar 2027,265.57,11.12,66.45,80.55,9
106215,6500,140,16/09/2025,167.33,6.71,69.76,67.60,9
106216,5033,918,2025-11-11,9.72,1.2,69.66,84.03,9
106217,1946,390,2025-05-29,414.83,5.9,71.85,75.87,10
106218,11379,877,2024-09-26,745.45,7.52,71.81,65.36,8
106219,9977,1191,2025-12-06,516.78,3.45,49.90,57.42,12
106220,11857,834,2025-11-26,320.71,4.09,41.44,56.83,17
106221,3754,63,2025-03-11,772.31,12.68,63.53,61.44,16
106222,5756,1490,05-12-2025,358.64,9.48,50.66,48.88,17
106223,9630,370,"February 16, 2025",706.44,14.82,65.73,48.79,11
106224,5908,132,2024-12-02,388.88,13.31,30.63,45.24,13
106225,737,583,,474.33,8.66,,74.23,10
106226,11306,1458,2025-05-26,695.55,12.07,53.45,69.80,10
106227,11531,35,09/04/2025,TBD,10.27,57.99,42.19,8
106228,8539,640,2024-11-06,12.22,1.85,76.14,75.28,13
106229,8836,566,2026-02-13,549.57,9.19,60.76,40.36,8
106230,5709,1056,2025-06-18,266.3,,70.33,71.29,3
106231,4102,406,2025-05-25,304.54,9.86,0.61,67.53,13
106232,10236,100,2026/03/06 00:00:00,462.3,13.87,53.44,55.65,19
106233,35125,127,2025-07-07,322.37,6.0,60.27,63.98,11
106234,5018,218,05-05-2025,283.4,3.21,33.21,42.06,15
106235,8352,1095,2025-01-17,232.99,7.24,35.79,37.69,14
106236,7317,80,2025-07-23,262.23,13.07,43.39,56.68,16
106237,10084,367,2025-12-26,614.99,11.76,34.66,34.30,9
106238,10587,454,2025-06-03,454.27,2.12,71.98,75.27,11
106239,4192,237,2025-10-01,621.75,4.84,48.97,66.36,13
106240,4177,154,09-05-2025,621.71,10.59,53.11,68.86,14
106241,5313,145,2025-01-06,477.36,2.7,53.71,67.36,11
106242,9531,221,20/03/2026,414.62,8.13,52.15,61.12,14
106243,5118,283,2025-11-10,170.77,4.81,60.96,70.22,10
106244,10749,1081,14/02/2026,642.24,2.83,61.60,68.49,7
106246,613,1365,2026-03-16,554.85,8.85,43.23,,15
106247,503,1481,2025-09-15,,7.44,52.08,60.96,12
106248,1965,41,2025-10-05,748.41,5.07,43.87,42.07,13
106249,9063,214,2025-07-14,415.36,2.82,41.87,56.59,20
106250,3561,892,31/02/2025,4.99,not recorded,56.85,68.85,12
106251,7789,1428,09-10-2025,516.19,1.29,53.83,56.16,14
106252,3589,1477,2024-12-22,,,57.85,54.02,13
106253,1752,1098,2024-12-29,787.74,6.33,45.49,56.28,13
106254,6223,761,2026/03/01 00:00:00,,not recorded,60.38,79.54,11
106255,4062,787,2026-01-21,430.5,7.88,64.01,75.42,4
106256,10163,149,2025-04-26,563.87,6.59,80.69,92.75,6
106257,2161,120,2025-12-05,548.37,11.6,58.16,48.93,13
106258,712,505,31 Oct 2025,543.36,14.11,58.15,64.25,5
106259,6198,432,2026-01-17,672.42,7.62,36.02,46.07,10
106260,1130,5276,2026-01-23,6.2,11.85,58.21,59.66,11
106261,2821,150,2025-13-05,610.55,3.28,60.56,67.17,8
106262,9820,420,2025-09-08,537.91,5.9,,56.98,11
106263,846,711,2025-08-06,455.76,7.92,46.71,57.43,17
106264,10303,444,2024-11-24,279.33,6.85,66.79,76.08,10
106265,5231,138,2025-05-27,551.58,8.35,62.25,67.77,8
106269,9893,409,2025-10-08,884.7,6.26,61.96,63.17,9
106271,5882,940,N/A,426.35,11.51,50.57,59.24,11
106272,11974,1032,2025-03-31,473.36,7.21,51.02,60.27,9
106273,6770,967,2025-10-08,629.65,4.6,61.73,-23.90,7
106274,11618,461,2024-11-15,235.62,13.02,,70.22,15
106275,1670,792,2025-08-27,,5.82,42.43,66.82,
106276,6712,216,2025-09-22,467.79,,40.11,49.70,8
106277,9576,1087,25 Sep 2024,446.62,28.19,64.19,53.79,7
106278,11007,27,2025-11-08,436.43,4.77,65.83,79.93,15
106279,4781,1241,2026-01-18,688.12,6.86,75.54,,11
106280,11145,1209,2025-11-07,740.65,>60,60.74,70.75,11
106281,707,783,2026-05-25,415.4,3.87,43.19,69.92,10
106282,4545,373,"December 05, 2024",416.31,20.48,60.69,80.98,9
106283,1172,800,2025-06-26,526.61,5.64,70.92,85.03,12
106284,1845,740,"June 01, 2026",567.12,2.29,67.26,74.77,12
106286,525,422,2025-08-01,402.75,7.92,59.47,53.33,-6
106287,2178,1459,2026-01-16,384.95,2.02,60.35,51.57,12
106288,1450,389,04/04/2025,245.47,20.11,44.44,37.05,16
106289,5887,588,03 Jan 2026,546.77,4.62,52.80,63.04,13
106290,686,106,2029-07-29,678.27,1.88,63.12,64.80,12
106291,3499,1006,2025-10-06,9.12,16.2,77.54,89.20,13
106292,7834,696,2026-02-07,575.46,5.57,57.75,56.92,11
106293,767,686,31/02/2025,838.52,--,53.26,61.00,11
106294,752,199,2024-03-24,531.14,7.45,61.65,69.03,8
106295,4172,1144,2025-06-23,599.07,9.65,68.30,70.66,12
106296,8033,929,2025-05-26,15.44,9.82,83.80,74.70,5
106297,9821,176,01-14-2025,610.87,2.2,66.55,68.00,9
106298,84290,725,02-06-2026,541.54,6.44,52.52,45.55,17
106299,8769,707,31/02/2025,712.22,7.29,75.24,74.40,11
106300,9053,349,2024-11-29,133.5,4.31,51.51,52.23,15
106301,7891,603,2025-05-17,630.5,4.82,31.98,53.74,
106302,9978,214,2025-11-26,610.06,4.2,50.27,57.01,
106303,10155,385,12-25-2024,505.25,6.69,49.86,41.02,10
106304,100459,574,2024-10-22,261.76,10.93,54.21,67.09,20
106306,10134,1090,2025-04-18,615.33,2.78,,79.24,
106308,3356,1500,2025-02-28,13934.81,6.34,65.94,67.28,6
106309,2333,211,2024-12-21,443.04,18.5,62.95,68.37,8
106310,11111,12,2024-09-26,10.52,11.95,56.30,60.21,7
106311,645,379,2024-07-18,68.69,29.0,36.33,,21
106312,5231,702,2026-04-03,504.84,,60.18,54.03,14
106313,1729,831,2025-06-01,529.98,2.31,63.97,70.26,11
106314,11777,600,2025-11-19,674.87,4.89,46.65,,15
106315,2323,381,2025/09/14 00:00:00,601.02,7.24,29.15,22.20,15
106316,6569,449,2025-03-07,661.83,6.03,70.08,81.15,24
106317,2844,256,2025-07-17,701.36,5.34,76.51,86.26,3
106318,6701,134,2025-12-05,608.66,3.9,51.74,48.88,11
106319,11276,933,2025-10-13,7.5,13.82,56.96,69.21,16
106321,10613,1036,2025-10-13,539.62,1.56,34.41,54.10,11
106322,6431,1071,2025-02-16,809.42,3.26,53.74,61.50,13
106323,8397,864,2025-01-20,655.39,5.63,66.36,58.85,15
106325,5366,339,2025-08-30,587.88,3.63,74.25,89.17,7
106326,6674,744,2025-12-21,424.24,8.36,67.71,66.92,15
106327,7597,214,2026-04-16,292.69,8.3,36.79,32.81,20
106328,5758,454,2025-01-19,36674.93,7.32,32.96,-11.33,15
106329,7751,1218,2024-12-15,752.72,8.4,38.26,46.46,14
106330,3374,842,2025-04-04,799.99,2.52,42.67,49.88,14
106331,7002,138,2025-11-14,905.64,2.49,49.65,50.76,
106332,9284,366,2025-01-26,637.96,4.8,82.31,85.02,7
106333,10339,454,31/02/2025,796.2,6.58,48.67,64.07,11
106335,10799,761,2025-09-07,645.41,4.03,71.33,78.69,8
106337,7322,158,2026-01-09,781.4,1.62,50.77,74.04,9
106338,10900,637,2025-10-29,9.62,8.14,60.33,61.52,7
106339,87,804,09-24-2025,633.75,15.57,66.47,72.62,14
106340,4295,1368,2025-09-08,230.81,5.23,37.23,47.03,-6
106341,6855,370,2024-09-02,330.36,3.33,59.59,70.35,15
106342,1191,1188,2025-05-01,611.04,6.24,72.76,66.89,5
106343,4812,92,2026-03-02,538.07,8.9,44.20,42.82,14
106344,7021,819,15/08/2025,602.89,8.57,53.08,75.86,7
106345,6796,78,2025-03-10,--,8.49,44.01,47.93,6
106346,787,216,22/02/2025,151.13,1.38,48.99,38.28,17
106347,4960,1000,03 Oct 2025,12.64,6.46,48.71,56.49,7
106348,83016,1268,2025-05-28,670.9,2.5,54.81,68.42,6
106350,1615,599,2026-03-06,601.16,6.41,61.82,66.64,8
106351,11285,758,21 Aug 2025,801.17,10.45,55.66,62.37,11
106352,6395,435,2025/09/01 00:00:00,289.51,8.91,47.20,64.48,19
106353,4995,101,2025-04-26,859.04,4.97,35.08,48.37,14
106354,7397,553,"October 28, 2024",557.22,5.2,63.35,74.30,9
106355,6036,1088,2025-08-11,491.58,12.24,44.42,53.31,15
106356,2023,655,2024-12-03,,6.87,80.11,77.13,6
106357,11743,1449,2025-04-29,613.09,9.35,78.81,91.76,11
106358,2034,108,2025-04-08,756.54,7.14,68.67,68.66,8
106359,4626,727,2025-13-05,593.13,6.97,73.21,87.41,15
106360,4151,1242,2025-11-24,333.88,>60,69.50,73.23,15
106361,9334,740,2025-07-26,628.09,9.4,55.10,64.66,12
106362,7294,133,2025-03-09,595.32,2.86,71.60,83.31,7
106363,3853,1038,2025-09-03,374.89,3.81,46.12,58.59,22
106364,3033,401,2026-01-30,884.21,2.79,87.33,94.72,8
106365,11007,1261,2025-12-16,388.38,8.4,79.80,83.48,8
106366,10716,257,2024-10-13,492.34,4.96,60.27,48.82,13
106367,6124,769,2026-02-17,691.27,2.58,55.53,54.88,9
106368,4683,1259,2024-12-22,556.36,not recorded,45.79,55.97,16
106369,5715,1220,2025-03-22,300.72,2.42,56.18,66.63,9
106370,5085,853,2025-08-07,959.2,6.15,55.73,65.43,6
106371,4345,600,05-18-2025,240.15,3.72,47.35,64.35,15
106372,8942,350,"February 10, 2025",906.8,5.09,63.55,67.16,7
106373,8939,114,2025/07/22 00:00:00,734.18,8.35,51.87,63.41,10
106374,2305,623,2026-05-22,420.87,15.14,59.88,52.82,10
106375,11270,1083,2026-03-19,694.84,15.09,53.07,64.20,10
106376,7161,588,2030-09-07,353.33,<1,49.47,50.16,8
106378,7920,1212,2025-10-15,827.67,10.08,55.65,56.39,9
106380,4731,153,2025-09-09,n/a,11.04,65.80,76.11,17
106381,6512,1035,2026-02-27,,,42.15,39.67,9
106382,3832,1187,2025-09-03,672.07,9.71,66.22,72.67,10
106383,5078,386,2025-09-27,533.0,15.34,42.01,50.75,16
106384,7889,461,2024-08-29,557.08,3.22,66.38,78.29,7
106385,6232,887,31/02/2025,706.84,4.94,52.78,66.78,5
106386,211,840,2025-02-02,891.22,5.96,68.95,63.33,3
106387,7745,963,2024-08-30,589.19,8.6,68.51,83.45,11
106388,8418,407,2025-12-11,382.4,5.64,65.70,53.52,3
106389,2776,155,N/A,606.56,18.3,57.62,80.51,13
106390,3508,1436,2025-08-03,335.5,3.06,63.99,97.73,15
106391,10631,1258,2025/03/14 00:00:00,621.45,10.01,48.96,56.57,14
106392,7068,1089,30/08/2025,661.31,8.56,67.49,84.55,12
106393,8114,773,2025/09/09 00:00:00,TBD,1.75,66.91,72.21,16
106394,798,278,0000-00-00,479.46,12.36,69.74,79.04,7
106395,3802,1438,2026-04-26,498.48,3.23,51.31,76.38,13
106396,2059,570,2025-08-26,398.07,9.25,74.84,72.92,11
106397,6749,66,11 Aug 2025,686.49,9.03,75.45,86.16,8
106398,9709,706,2025-02-17,656.7,10.37,45.06,45.53,15
106399,11551,764,31/02/2025,832.83,8.19,58.14,65.29,11
