activity_id,org_id,name,duration,group_size,interaction_type,activity_format,participation_type,difficulty_level,movement_required
736,30,Nature Walk Module,59.0,9,GROUP,Physical,Voluntary,E,1
737,30,Puzzle Challenge Session,38.0,2,pair,Hybrid,Voluntary,unknown,1
738,30,Photography Module,61.0,11,Group,Physical,voluntary, Hard ,0
739,30,,52.0,9,Group,Digital,assigned,  level 3  ,0
740,30,Robotics Lab Workshop,52.0,2,PR,Digital,Mandatory,Medium,0
741,30,Math Games Workshop,-42.0,7,Group,DIG,  Assigned  ,Hard,1
742,30,,36.0,2,PR,Digital,Voluntary,High,0
743,30,Animation Studio Program,,5, GRP ,Physical,Voluntary, Medium ,1
744,30,Nature Walk Session,,5,Group,DIGITAL,Voluntary,Hard,0
746,30,Team Sports Session,38.0,2,PAIR,Online,opt in,Medium,1
747,30,Chess Tactics Lab,--,,Indiv,  Blended  ,Voluntary, Moderate ,0
748,30,Origami Session,36.0,1,INDIVIDUAL,hybrid,  VOLUNTARY  ,Hard,1
749,30,Debate Club Program,,,  Group  ,Hybrid,Voluntary,  Hard  ,0
750,30,Origami Workshop,67.0,1,Individual,Blended,Assigned,High,
751,30,Mindfulness Module,66.0,10,GRP,Digital,VOL,Med,0
752,30,Gardening Track,46.0,11,Group,Physical,voluntary,HARD,1
753,30,Drama Workshop Workshop,27.0,2,Pair,Physical,VOLUNTARY,EASY,1
754,30,Gardening Lab,52.0,7,GRP,Physical,ASG,Medium,1
755,30,Drawing Studio Club,-45.0,5, Group ,Hybrid,VOL, Easy ,
756,30,Mindfulness Program,40.0,2,Pair,Hybrid,Opt-in,Medium,1
757,30,Creative Writing Track,43.0,12,Grp,Physical,opt in,HARD,1
758,30,Board Games Lab,40.0,1,individual,PHY,Voluntary,MEDIUM,1
759,30,Drama Workshop Session,68.0,17,  Group  ,Hybrid,Voluntary,High,0
761,30,Team Sports Session,,6,  GRP  ,Physical,VOL,Med,0
762,30,Reading Club Module,48.0,2,Pair,Hybrid,opt in,Medium,
763,30,Music Circle Program,51.0,9,  Group  ,Hybrid,Mandatory, HARD ,1
764,30,Math Games Workshop,27.0,1,Individual,DIG,Voluntary,medium,0
765,30,Coding Basics Club,30.0,,GRP,Digital,Voluntary,Moderate,0
766,30,Robotics Lab Module,42.0,8,Group,Digital,ASG,Medium,0
767,30,Team Sports Session,66.0,2,Pair,physical,VOL,HARD,1
768,30,Music Circle Workshop,38.0,1,INDIVIDUAL, Physical ,Voluntary,Medium,1
769,30,Debate Club Session,58.0,1,individual ,HYB,VOL,MEDIUM,1
770,30,Mindfulness Workshop,43.0,1, INDIVIDUAL ,  Physical  ,ASSIGNED,HARD,1
771,31,Storytelling Session,27.0,12,group,Hybrid,Voluntary,Easy,1
772,31,Drawing Studio Track,62.0,12,group,Blended,-,High,
773,31,Origami Lab,43.0,,pair,  Digital  ,opt in,Easy,0
774,31,Memory Training Track,36.0,8,Group,Physical,Voluntary,Medium,1
775,31,Math Games Club,40.0,12,GROUP,Digital,voluntary, Hard ,0
776,31,Science Experiment Program,not recorded,1,NULL,Offline,Voluntary,hard,1
777,31,Drama Workshop Workshop,44.0,2, 2-person ,Hybrid,voluntary,Hard,0
778,31,Team Sports Track,57.0,2,Pair,Physical,Opt-in,level 3,1
779,31,Animation Studio Track,61.0,11,Group,online,Assigned,Medium,1
780,31,,44.0,1,Individual,Physical,Voluntary,Medium,1
781,31,Board Games Lab,37.0,16,group work,Hybrid,Opt-in, easy ,1
782,31,Cooking Basics Module,38.0,2,Pairs,In-person,Assigned,Medium,1
783,31,Photography Lab,21.0,,IND,HYB,Voluntary,Medium,0
784,31,Math Games Session,32.0,2,Pair,DIG,Assigned,level 2,1
785,31,Puzzle Challenge Session,12.0,2,pair,Physical,Voluntary,  Easy  ,1
786,31,Storytelling Club,53.0,,Pair,mixed, Assigned ,Difficult,1
787,31,Cooking Basics Session,47.0,,Group, physical ,Voluntary,  MEDIUM  ,
788,31,Origami Program,18.0,2,Pairs,hybrid,  Voluntary  ,Medium,
789,31,Music Circle Workshop,,12,Group,Digital, Assigned ,hard,0
790,31,Debate Club Module,19.0,2,Pair,Digital,Opt-in,EASY,0
791,31,Creative Writing Lab,--,10,Group,HYBRID,Mandatory,Low,0
792,31,Debate Club Lab,38.0,9,Group,Digital,VOLUNTARY,Med,0
793,31,Board Games Workshop,,,group work,Digital,voluntary,  High  ,0
794,31,Science Experiment Lab,37.0,2,  Pair  ,Offline,  VOLUNTARY  ,Hard,1
795,31,Board Games Module,28.0,1, IND ,Hybrid,Voluntary,Hard,1
796,31,Coding Basics Club,62.0,2,Pair,Online,VOLUNTARY,Hard,0
797,31,Drawing Studio Track,<1,8,Group,Blended,Voluntary,Easy,0
798,31,Chess Tactics Club,44.0,9,Group,physical,Assigned,Med,0
799,32,Team Sports Lab,52.0,4,Grp,Physical,  VOLUNTARY  ,Hard,1
800,32,Drama Workshop Track,44.0,,group work, physical ,VOLUNTARY,Medium,1
801,32,Puzzle Challenge Track,58.0,1,Indiv,HYBRID,Voluntary,medium,0
802,32,Reading Club Track,55.0,8,  Group  ,  Hybrid  ,Opt-in,level 2,1
803,32,Dance Session Workshop,41.0,2,Pair,In-person,Voluntary,level 1,0
804,32,Drama Workshop Club,33.0,19,Group,Physical,assigned,EASY,1
805,32,Drama Workshop Club,35.0,1, Individual , HYBRID ,VOLUNTARY,Easy,1
806,32,Origami Session,23.0,1,Individual,Hybrid,  Voluntary  ,  Med  ,0
807,32,Memory Training Club,10.0,,Group,Physical,VOL,Easy,1
809,32,Animation Studio Program,36.0,10,Group,DIG,Voluntary,Easy,0
811,32,Lego Build Module,28.0,4,Group,HYB,VOLUNTARY,Medium,0
812,32,Animation Studio Program,20.0,2,  pair  ,Digital,Assigned,MEDIUM,1
813,32,Cooking Basics Lab,65.0,11,Group,Hybrid,  Voluntary  ,Medium,
814,32,Science Experiment Session,37.0,2,Pair,Digital,VOL,easy,0
815,32,Gardening Session,38.0,2, Pairs ,Physical,Assigned, easy ,1
816,33,Lego Build Track,-31.0,,Pair,HYBRID,voluntary,  Hard  ,1
817,33,Photography Module,42.0,2,  Pair  ,Digital, opt in ,Hard,0
818,33,Team Sports Session,68.0,10,Group,PHY,Assigned,Hard,1
819,308,Puzzle Challenge Module,35.0,14,GROUP,Hybrid,Assigned,Difficult,1
820,33,Nature Walk Lab,36.0,1,individual,Offline,ASG,null,
821,33,Drawing Studio Module,27.0,1,Individual,Physical,Mandatory,Low,1
822,34,Science Experiment Track,37.0,2,PAIR,hybrid,VOLUNTARY,Medium,0
823,34,Music Circle Module,38.0,1,  Individual  ,Hybrid,assigned,Hard,1
824,34,Drama Workshop Workshop,46.0,14,group work,In-person,voluntary,Medium,1
825,34,Drawing Studio Session,60.0,9,Group,Physical,opt in,Medium,1
826,34,Photography Program,40.0,5,  Group  ,Digital,Assigned,  hard  ,0
827,34,Debate Club Workshop,56.0,10, GROUP ,HYBRID,Voluntary,level 1,0
828,34,Mindfulness Track,TBD,12,GROUP,hybrid,VOL,High,0
829,34,Animation Studio Program,25.0,2,Pair,physical,unknown,Medium,0
830,34,Drama Workshop Workshop,40.0,6,  Group  ,  Digital  ,Voluntary,Low,1
831,34,Music Circle Program,47.0,1,INDIVIDUAL,Hybrid,VOL,Hard,1
832,34,Puzzle Challenge Lab,30.0,10,GRP,  Hybrid  ,Voluntary,Medium,1
833,34,Team Sports Workshop,31.0,9,group,Physical,VOL,medium,
834,34,Origami Module,50.0,1,individual,physical, opt in , hard ,1
835,230,Lego Build Module,33.0,1,individual ,Hybrid,VOL,level 2,1
836,34,Reading Club Lab,39.0,2,Pair,Hybrid,VOLUNTARY,Medium,0
837,34,Puzzle Challenge Club,53.0,7,Group,Physical,Assigned,?,1
838,34,Mindfulness Workshop,-28.0,,IND,  Online  ,voluntary,Easy,0
839,34,Gardening Workshop,27.0,4,Group,hybrid, Assigned ,EASY,1
840,34,Cooking Basics Track,47.0,2,Pair,Offline,Voluntary,hard,1
841,35,Math Games Workshop,-43.0,6,Group,HYB,Voluntary,  Medium  ,1
842,35,Science Experiment Session,not recorded,11,Group,hybrid,  voluntary  ,level 2,1
843,35,Drama Workshop Club,29.0,1,Individual,Digital, Voluntary ,level 2,0
844,35,Drama Workshop Session,59.0,1,Indiv,Physical,Voluntary,hard,1
845,35,Photography Lab,39.0,10,-,Digital,  Voluntary  ,Easy,0
846,35,Photography Track,46.0,1,Individual,online,Voluntary,Hard,1
847,35,Team Sports Program,53.0,12,Group,Physical,  voluntary  ,High,1
848,35,Chess Tactics Club,52.0,14,group work,Hybrid, voluntary ,Easy,1
849,35,Cooking Basics Module,33.0,1,Individual,Offline,ASSIGNED,MEDIUM,1
850,35,Drama Workshop Lab,66.0,4,Group,Online,Opt-in,Hard,1
851,35,Team Sports Track,--,1,  individual  ,Hybrid,opt in,Difficult,1
852,35,Team Sports Workshop,46.0,1,Individual,In-person,Voluntary,Easy,1
853,35,Storytelling Session,20.0,1,Individual,Online,Voluntary,EASY,0
854,35,Math Games Module,--,14,group,Hybrid,Assigned,Easy,0
855,35,Gardening Program,56.0,9,Group,DIGITAL,assigned,level 1,0
856,35,Memory Training Program,39.0,2,Pair,PHYSICAL,Assigned,Easy,1
857,35,Animation Studio Club,30.0,11, GRP ,  Physical  ,ASSIGNED,Hard,1
858,36,Memory Training Club,47.0,1,Individual,In-person,Assigned,medium,1
859,36,Music Circle Session,-30.0,1,Individual,Digital,VOLUNTARY,  Easy  ,0
860,36,Photography Workshop,40.0,1,Individual,DIG,  Assigned  , MEDIUM ,0
861,36,Cooking Basics Session,42.0,8,unknown,  Physical  , Assigned ,Medium,1
862,36,Animation Studio Workshop,36.0,,GRP,Physical,NULL,medium,1
863,36,Storytelling Club,49.0,1,Individual,Hybrid, VOLUNTARY ,Medium,1
864,36,Gardening Module,42.0,8,Group,Physical,assigned,EASY,1
865,36,Animation Studio Workshop,35.0,2,Pair, Physical ,Voluntary,unknown,1
866,36,Debate Club Lab,51.0,,Pair,DIG,Voluntary,  level 2  ,0
867,36,Storytelling Session,n/a,12,Grp,Hybrid,Voluntary,medium,
868,36,Cooking Basics Lab,47.0,1,Individual,Physical,Assigned,level 2,1
869,36,Mindfulness Workshop,,7,GRP,  Blended  ,Assigned,  Difficult  ,1
870,37,Photography Program,28.0,1,Individual, Online ,  Assigned  ,Easy,0
871,37,,n/a,10,GRP,digital,Voluntary,level 3,0
872,37,Board Games Track,31.0,1,Individual,Hybrid,Unknown,Hard,0
873,37,Chess Tactics Session,39.0,1,individual,Physical,voluntary,Medium,1
874,37,Photography Module,40.0,2,  2-person  ,DIGITAL, ASSIGNED ,easy,0
875,37,Storytelling Track,28.0,2,Pair,  Digital  ,voluntary, Easy ,
876,37,Team Sports Lab,51.0,6,GROUP,mixed,  Assigned  ,  Hard  ,
877,37,Team Sports Club,,5,Group,Online,Voluntary,level 1,0
878,37,Dance Session Lab,62.0,1,Individual,DIGITAL,opt in,Medium,1
879,37,Cooking Basics Club,-50.0,15,Group,PHYSICAL,voluntary,Easy,1
880,37,Memory Training Track,27.0,2,Pair,DIG,Assigned,Medium,1
881,37,Reading Club Module,45.0,1,, HYBRID ,Assigned,Moderate,1
882,37,Puzzle Challenge Lab,48.0,7,Group,In-person,Assigned,MEDIUM,1
883,37,Science Experiment Workshop,,14,  group work  ,Blended,Assigned,Hard,0
884,37,Animation Studio Program,31.0,1, INDIVIDUAL ,In-person,Opt-in,Easy,
885,37,Creative Writing Module,60.0,10,Group, Hybrid ,Mandatory,EASY,
886,37,Lego Build Module,20.0,,group,online,  Assigned  , Medium ,0
887,37,,31.0,2, Pair ,Physical,Assigned, Easy ,1
888,37,Team Sports Lab,-64.0,10,group,  physical  ,Voluntary,hard,
889,37,Chess Tactics Module,60.0,1,Individual,Hybrid,ASSIGNED,Hard,1
890,37,Gardening Session,-55.0,12,Group,HYBRID,Opt-in,Medium,
891,38,Robotics Lab Module,64.0,2,Pair,Digital,Assigned,null,1
892,38,Drama Workshop Lab,42.0,8,Group,-,Assigned,  Medium  ,1
893,38,Animation Studio Module,24.0,2,Pair, Digital ,Assigned, Easy ,1
894,38,Chess Tactics Program,25.0,1,Individual,Digital, opt in ,EASY,0
895,38,Photography Session,39.0,1,Indiv,DIGITAL,voluntary,E,0
896,38,Reading Club Lab,44.0,1,individual ,Physical,VOLUNTARY,MEDIUM,1
897,38,Robotics Lab Club,38.0,8,NA,physical,Opt-in,Unknown,1
898,38,,41.0,1,Individual,Physical,Opt-in,Low,1
899,38,Team Sports Program,-28.0,,individual ,physical,Voluntary,level 1,1
900,38,Board Games Club,46.0,3,group,Hybrid,Mandatory,Easy,0
901,38,Nature Walk Program,38.0,9,Group,physical,VOLUNTARY,Easy,1
902,38,Memory Training Club,52.0,8,GRP,In-person,mandatory,Easy,1
903,38,Lego Build Track,12.0,2,Pair,Hybrid,VOL,Easy,1
904,38,Gardening Lab,70.0,10,GROUP,Physical,  Opt-in  ,hard,1
905,38,Creative Writing Workshop,63.0,6, group work ,N/A,Assigned,  Medium  ,1
906,38,Origami Workshop,32.0,,Grp,Physical,Voluntary,Low,1
907,615,Origami Module,34.0,6,Group,,ASG,E,0
908,810,Music Circle Module,28.0,2,  Pair  ,Hybrid,Voluntary,Easy,1
909,38,Music Circle Session,18.0,2,PAIR,Physical,Voluntary,easy,1
910,38,Team Sports Module,46.0,5,GROUP,In-person,  voluntary  ,Easy,1
911,38,Robotics Lab Club,46.0,9, GROUP ,online,Voluntary,Easy,1
912,38,Reading Club Session,47.0,1,Individual,Physical,Voluntary,Easy,1
913,38,Team Sports Module,42.0,4,group,Physical,voluntary,Moderate,1
914,38,Storytelling Club,>60,8,Group,Digital,voluntary,HARD,0
915,38,Puzzle Challenge Lab,10.0,2,Pairs,  Digital  ,Voluntary,easy,1
916,38,Dance Session Track,-46.0,2,pair,Physical,Mandatory,Medium,1
917,38,Mindfulness Program,63.0,6,Group,HYBRID,Unknown,unknown,1
918,38,Coding Basics Module,42.0,1,  Individual  ,Unknown,Voluntary, Hard ,1
919,38,Memory Training Workshop,40.0,,INDIVIDUAL,Blended,Assigned, E ,0
920,38,Animation Studio Club,-41.0,13,Group, online ,  Voluntary  ,Medium,0
921,38,Chess Tactics Club,46.0,,Pair,Offline,Voluntary,Medium,1
922,38,Cooking Basics Club,32.0,2,Pair,PHYSICAL,Voluntary,NA,1
923,38,Robotics Lab Lab,45.0,4,group,Physical,voluntary,Easy,1
924,38,Music Circle Lab,61.0,,Group,HYB, Voluntary , Medium ,1
925,38,Puzzle Challenge Lab,19.0,1,Individual, Hybrid , Voluntary ,Easy,
926,38,Puzzle Challenge Session,61.0,7,group,In-person,opt in,Medium,1
927,38,Gardening Session,-31.0,8,  GROUP  ,  DIG  ,Voluntary,E,0
928,38,Storytelling Program,,11,Group, HYB ,Voluntary,E,1
929,38,Nature Walk Program,49.0,2,  Pairs  ,HYB,Mandatory, Moderate ,1
930,38,Science Experiment Program,10.0,12, Grp ,Physical,Voluntary,Low,0
932,38,Photography Session,54.0,2,Pair,Digital,voluntary,Medium,0
933,38,Chess Tactics Lab,24.0,,Individual,hybrid,voluntary,Low,0
934,38,,24.0,1,Indiv, PHY ,ASG,Easy,0
935,38,Puzzle Challenge Program,63.0,8,GROUP,physical,voluntary,Easy,1
936,38,Drama Workshop Session,29.0,1, Individual ,mixed,Voluntary,Low,1
937,38,Storytelling Program,42.0,1,  IND  ,hybrid,Voluntary,Medium,0
938,39,Animation Studio Track,48.0,7,group work,Digital,Assigned, Easy ,1
939,39,Debate Club Lab,48.0,2,pair,PHYSICAL,mandatory,Easy,1
940,39,Music Circle Workshop,35.0,1,Individual,HYB,NA,Medium,1
941,39,,38.0,1,Individual,DIGITAL, Voluntary ,Easy,
942,39,Animation Studio Club,82.0,8,group work,Digital,Voluntary,Easy,0
943,594,Memory Training Session,35.0,8,Group,  hybrid  ,Assigned,Easy,1
944,39,Chess Tactics Club,32.0,1,Individual,PHY, ASG ,E,1
946,39,Storytelling Module,57.0,1,  Indiv  ,Physical,VOLUNTARY,Unknown,
947,39,,35.0,2,PR,Hybrid,Assigned,Med,1
948,39,Math Games Club,68.0,10,Group,online,Assigned,  Medium  ,0
949,39,Animation Studio Track,21.0,1,INDIVIDUAL,digital, VOL ,Easy,0
950,39,Debate Club Module,49.0,13,  Group  , Hybrid ,mandatory,E,0
951,39,Lego Build Program,53.0,1,individual ,Hybrid,Voluntary,Moderate,1
952,39,Storytelling Workshop,49.0,15,GROUP,In-person, Voluntary ,Low,1
953,39,Team Sports Track,19.0,2,PR,  Physical  ,Voluntary,level 1,0
954,39,Gardening Lab,TBD,6,Group,Hybrid,Voluntary, level 1 ,
955,39,Storytelling Track,50.0,2,2-person,Digital,Assigned,Medium,0
956,39,Photography Session,29.0,2,pair,Hybrid,ASG,  Easy  ,0
957,39,Photography Program,16.0,1,Individual,Physical,assigned,level 1,1
958,39,Debate Club Track,30.0,,Individual,Hybrid,ASSIGNED,Low,0
959,39,Robotics Lab Track,15.0,1,individual,?,unknown,Easy,0
960,39,Animation Studio Track,52.0,7,Group,Digital,opt in,Hard,
961,39,Drawing Studio Lab,57.0,10,group work,  DIGITAL  , Voluntary ,Easy,0
962,39,Team Sports Session,52.0,10,Group,Physical,  Assigned  ,Easy,1
963,39,Team Sports Track,40.0,16,Group,Physical,Mandatory,HARD,1
964,39,Music Circle Session,32.0,7,  Group  , Digital ,null,Easy,1
965,39,Lego Build Module,41.0,14,group work,Hybrid,VOL,Easy,
966,39,Music Circle Track,44.0,1,Individual,Physical,Voluntary,EASY,1
967,39,Animation Studio Club,10.0,1,Indiv,Digital,assigned,Easy,0
968,39,Science Experiment Session,22.0,2, PR ,mixed,opt in,level 1,1
969,39,,22.0,2, Pairs ,Physical,ASSIGNED,  level 1  ,1
970,39,Team Sports Lab,62.0,7,Group,PHY,Assigned,easy,1
971,39,Coding Basics Session,50.0,7,Grp,Digital,Voluntary,medium,0
972,39,Drama Workshop Lab,38.0,7,Grp,Physical,Assigned,Medium,1
973,39,Nature Walk Lab,53.0,11,Grp,PHYSICAL,VOLUNTARY,Easy,1
974,39,Coding Basics Lab,36.0,, Grp ,Digital,Voluntary,Easy,0
975,39,Lego Build Workshop,62.0,2,Pair,PHY,Assigned,easy,1
976,39,Team Sports Lab,62.0,12,  Group  ,,  Voluntary  ,Easy,1
977,39,Cooking Basics Track,45.0,2,Pair,Hybrid,mandatory,level 2,0
978,427,Storytelling Club,16.0,8,Group,Hybrid,Voluntary,level 1,0
979,39,Mindfulness Club,20.0,1,individual ,Physical,Assigned,EASY,1
980,39,Mindfulness Module,43.0,2,null,Hybrid,Voluntary,EASY,0
981,39,Coding Basics Program,53.0,10,Grp,  Online  ,ASSIGNED,Medium,0
983,39,Lego Build Workshop,30.0,2,Pairs,Online,VOL,E,0
984,39,Music Circle Club,41.0,14,Group,Hybrid, Voluntary ,E,1
985,39,Debate Club Track,50.0,,Group,Offline,N/A,Low,1
986,39,Lego Build Club,,,GROUP,Hybrid,Voluntary,easy,0
987,39,Debate Club Session,16.0,1,individual ,Digital,opt in,EASY,1
988,40,Drawing Studio Session,55.0,1,IND,Physical,opt in,level 2,1
989,138,Board Games Workshop,35.0,9,Group,Offline,opt in,Medium,1
990,40,Drama Workshop Session,52.0,2,  Pair  ,Offline,Voluntary, level 2 ,1
991,40,Puzzle Challenge Program,28.0,2,Pair,Blended, voluntary ,Medium,1
992,40,Storytelling Session,62.0,5, group work , Physical ,Assigned,level 3,1
993,40,Cooking Basics Module,47.0,2,  2-person  ,Digital,mandatory,  Medium  ,0
994,40,Chess Tactics Club,67.0,1,IND,Physical,Voluntary,Hard,1
995,40,Puzzle Challenge Workshop,47.0,2,  Pair  ,Physical,Opt-in, Medium ,1
996,40,Debate Club Session,54.0,6,group,Hybrid,Voluntary,Difficult,1
997,40,Coding Basics Program,50.0,1, INDIVIDUAL ,online,Assigned, EASY ,0
998,40,Robotics Lab Session,54.0,, Group ,Digital,null,  Medium  ,0
999,40,Puzzle Challenge Lab,65.0,2,Pair,Hybrid,VOLUNTARY,High,1
1000,40,Memory Training Module,,1,Individual,DIGITAL,  Voluntary  ,Medium,
1001,40,Animation Studio Club,35.0,7,GROUP,Digital,Voluntary,Easy,0
1002,40,Robotics Lab Track,35.0,2,  PAIR  ,Physical,Voluntary,E,1
1003,40,Memory Training Workshop,51.0,1,individual ,Physical,Assigned,Medium,1
1004,40,Mindfulness Club,53.0,2,Pair,Physical,Voluntary,medium,1
1005,40,Gardening Session,25.0,8,group work,Digital,opt in,level 1,0
1006,326,Coding Basics Club,19.0,1,  Individual  ,Physical,N/A,Medium,1
1007,40,Photography Workshop,-42.0,7,Group,Digital,Voluntary,level 2,0
1008,40,Team Sports Track,46.0,2,Pair,HYB,Voluntary,  Moderate  ,0
1009,40,Dance Session Module,26.0,1,Individual,Offline,VOL, EASY ,
1010,40,Coding Basics Module,22.0,1,Individual,Digital,VOLUNTARY,MEDIUM,0
1011,40,Gardening Module,37.0,2,Pair,In-person,Voluntary,Medium,1
1012,40,Mindfulness Module,45.0,7,Group,Digital,Voluntary,level 2,0
1013,40,Music Circle Lab,50.0,7,Group,  Hybrid  ,Voluntary,Hard,1
1014,41,Drama Workshop Track,39.0,1,  Individual  ,mixed,Voluntary,Easy,0
1015,41,Debate Club Lab,-74.0,1,Indiv,Physical,Voluntary,  hard  ,1
1016,586,Reading Club Program,61.0,1,IND,hybrid,Voluntary,Moderate,0
1017,41,Dance Session Module,43.0,12,  GRP  ,Digital, voluntary ,Medium,0
1018,41,Photography Lab,57.0,7,Group,Physical,voluntary,easy,
1019,41,Board Games Lab,37.0,1,Individual,mixed, Voluntary ,Easy,1
1020,41,Music Circle Program,33.0,1,  Individual  ,hybrid,Voluntary,E,
1021,41,Coding Basics Club,55.0,16,GRP,In-person,Voluntary,Medium,1
1022,41,Gardening Lab,47.0,13,group,Physical,Voluntary,Medium,1
1023,41,Team Sports Lab,30.0,2,2-person,Physical,VOLUNTARY,EASY,1
1024,41,Drawing Studio Club,26.0,1,N/A,Hybrid,VOLUNTARY,?,1
1025,41,Lego Build Lab,42.0,1,individual ,digital,Voluntary,Moderate,
1026,41,Team Sports Workshop,45.0,,Pair, Online ,Mandatory, medium ,0
1027,41,,<1,9,  Grp  ,Blended,mandatory,Easy,0
1028,41,Origami Program,19.0,2,Pair,physical,  opt in  , Hard ,1
1030,41,Reading Club Club,38.0,12,Group,Offline,Voluntary, Easy ,
1031,42,Music Circle Lab,67.0,2,PAIR,Hybrid,Voluntary,hard,0
1032,42,Storytelling Module,20.0,2,PR,physical,assigned,?,1
1033,42,Nature Walk Club,46.0,1,Individual,PHYSICAL,Voluntary,Moderate,1
1034,42,Coding Basics Club,54.0,,IND,DIGITAL,Assigned,level 1,0
1035,42,Memory Training Workshop,19.0,2,PR,Hybrid,Voluntary, Easy ,0
1036,42,Creative Writing Workshop,39.0,10,Group,hybrid,N/A,Medium,1
1037,42,Chess Tactics Track,,2,Pair,Hybrid,Voluntary,Medium,1
1038,42,Robotics Lab Session,49.0,2,Pair,  Physical  ,opt in,level 2,1
1039,42,Science Experiment Lab,52.0,1,Individual,DIG,Voluntary, Hard ,0
1040,42,Mindfulness Club,,1, individual ,Digital,Voluntary,easy,0
1041,42,Science Experiment Lab,28.0,1,Indiv,Offline,VOL,Easy,0
1042,43,Nature Walk Workshop,10.0,1,Individual,PHYSICAL,VOL,Easy,1
1043,525,Animation Studio Program,not recorded,,INDIVIDUAL,Online,VOLUNTARY,HARD,
1044,43,Science Experiment Program,61.0,1,Individual,DIG,  Assigned  ,Hard,0
1045,43,Team Sports Program,29.0,5,group,Physical, Voluntary ,Easy,1
1047,43,Math Games Program,23.0,14,Group,PHYSICAL,Opt-in,EASY,1
1048,43,Robotics Lab Module,-49.0,7,GRP,Digital, opt in ,Medium,0
1049,43,Drama Workshop Workshop,29.0,,  Group  ,online,Voluntary,Easy,0
1050,671,Puzzle Challenge Workshop,51.0,1,Individual,HYBRID,Voluntary,  medium  ,0
1051,43,Debate Club Club,30.0,8,group work,Hybrid,Voluntary,Easy,
1053,43,Lego Build Program,21.0,2,Pair,Hybrid,Voluntary,level 2,0
1054,43,Mindfulness Track,25.0,10,group,PHY,Voluntary,EASY,
1055,43,Science Experiment Track,39.0,12,GROUP,PHYSICAL, Voluntary ,Medium,1
1057,43,Origami Session,,2,  Pair  ,Unknown,assigned,Med,
1058,43,Gardening Program,70.0,11,N/A,Physical,Voluntary,MEDIUM,1
1060,43,Storytelling Workshop,62.0,6,Group,PHYSICAL,voluntary,level 2,1
1061,43,Science Experiment Lab,48.0,7,Group,HYB,VOL,Easy,
1062,43,Reading Club Lab,44.0,2,Pair,Digital,voluntary,MEDIUM,0
1063,43,Math Games Session,53.0,10,Group,Digital,VOL,  Moderate  ,0
1064,43,Team Sports Workshop,50.0,7,Group,Physical,Voluntary,Easy,1
1065,43,Robotics Lab Lab,55.0,1,individual ,Digital,voluntary,Hard,0
1066,43,Lego Build Lab,32.0,7,Group,Physical,VOL,  MEDIUM  ,0
1067,43,,54.0,1,Indiv,  Digital  ,Assigned,easy,0
1068,43,Music Circle Track,43.0,9,Group,Blended,Voluntary, Hard ,0
1069,43,Cooking Basics Track,40.0,1,individual, HYBRID ,Voluntary,level 2,0
1070,43,Coding Basics Module,,1,IND,physical,  Voluntary  ,Hard,1
1071,43,Reading Club Lab,64.0,2,Pair,Physical,ASG,Hard,1
1072,43,Reading Club Workshop,60.0,4,GROUP,physical,  voluntary  ,Hard,1
1074,43,Mindfulness Program,21.0,5,Group,HYBRID,Voluntary,Medium,1
1075,43,Debate Club Club,51.0,8, Grp ,DIG,Voluntary,HARD,0
1076,44,Nature Walk Program,20.0,1,Individual,Physical,Mandatory,Medium,
1077,44,Gardening Club,37.0,12,GROUP,Physical,VOLUNTARY,Easy,1
1078,44,Lego Build Track,60.0,1,individual,Digital,Voluntary,Hard,1
1079,44,Coding Basics Lab,33.0,2,  PAIR  ,Digital,Mandatory,Med,0
1080,44,Reading Club Track,46.0,1,Individual,Digital,voluntary,Medium,0
1081,44,Debate Club Session,57.0,2,Pair,Unknown,null,level 2,
1082,44,Chess Tactics Lab,59.0,8,Group, Hybrid ,mandatory,Medium,1
1083,44,Lego Build Module,38.0,,Indiv,  HYB  , Assigned , Easy ,0
1084,44,Cooking Basics Program,30.0,1,Individual,Digital,Opt-in,Easy,0
1085,44,Mindfulness Program,22.0,9,GRP,mixed,Assigned, Easy ,0
1086,44,Drawing Studio Track,38.0,2,PR,Physical, mandatory ,Medium,1
1087,44,Lego Build Session,58.0,,GROUP,Physical,Mandatory,Medium,1
1088,44,Mindfulness Program,54.0,13,Group,Digital,ASG,Difficult,0
1089,44,Reading Club Track,44.0,1,INDIVIDUAL,digital,Assigned,  easy  ,0
1090,44,Puzzle Challenge Program,37.0,2,PR,Physical,Assigned,  Low  ,
1091,44,Math Games Module,30.0,1,individual ,Online,  Assigned  ,Easy,0
1092,44,Puzzle Challenge Lab,,1,individual,  PHY  ,Assigned,MEDIUM,0
1093,44,Origami Program,39.0,1,Individual,HYB,Unknown,Med,1
1094,44,Cooking Basics Session,97.0,8, GRP ,Physical,ASG,HARD,
1095,44,Dance Session Module,42.0,2,Pair,Digital,VOLUNTARY,Medium,0
1096,44,Gardening Workshop,64.0,10,Group,DIGITAL,Voluntary,Medium,
1098,44,Music Circle Track,48.0,2,Pair,Digital,Assigned,Medium,0
1100,44,Cooking Basics Module,37.0,5,Grp,In-person, Voluntary , Easy ,1
1101,44,Dance Session Club,22.0,1,individual ,physical,Opt-in,easy,
1102,44,Dance Session Program,35.0,2,Pair,Physical,Voluntary,MEDIUM,1
1104,44,Nature Walk Workshop,--,15,  Grp  ,Online,ASG, medium ,0
