child_id,sleep_duration,screen_time,gaming,social_media_usage,outdoor_time,study_time,free_play
6305,10.80,2.0,1.50,0.90,3.20,1.20,4.00
6306,10.00,--,0.00,0.00,2.00,,4.50
6307,10.40,1.7,0.80,2.00,1.00,2.80,2.10
6308,9.20,3.5,0.40,1.40,3.60,3.50,0.00
6309,12.00,,0.60,0.00,1.00,2.50,2.00
6310,9.00,,1.10,0.70,2.00,,2.00
6311,10.30,,18.00,0.00,0.50,0.80,4.00
6312,10.50,TBD,,0.00,1.50,2.50,2.00
6313,9.30,4.0,0.70,0.10,2.60,1.00,
6314,11.80,114.0,54.00,6.00,1.90,0.50,3.00
6315,8.50,4.0,0.60,1.40,4.00,2.20,1.00
6316,10.50,2.6,0.90,0.50,2.60,2.10,2.80
6317,7.50,4.0,1.00,,3.30,3.00,1.00
6318,10.50,78.0,54.00,54.00,3.00,3.10,
6319,8.80,4.0,0.50,0.10,2.00,1.90,
6320,9.50,3.3,0.50,0.00,2.80,1.50,3.70
6321,8.40,5.3,0.70,1.10,2.00,,2.00
6322,9.70,3.7,0.50,1.00,3.50,2.50,1.50
6323,9.60,270.0,30.00,6.00,0.90,3.90,3.20
6324,9.70,<1,0.00,0.20,3.60,,2.50
6325,9.00,2.5,0.00,0.50,2.40,2.20,3.30
6326,8.50,150.0,6.00,0.20,2.10,3.00,2.20
6327,9.00,354.0,54.00,1.10,1.10,3.00,1.70
6328,9.50,3.6,1.30,0.60,1.90,1.00,
6329,8.20,5.4,1.30,,1.00,4.50,1.50
6330,10.30,30.0,,0.00,1.50,2.60,2.50
6331,9.20,5.3,0.10,0.00,1.50,4.00,0.50
6332,12.90,1.8,0.90,0.00,3.30,0.50,5.00
6333,10.70,1.0,0.00,0.30,5.70,2.50,3.50
6334,10.00,1.3,1.10,0.00,3.00,0.70,
6335,11.20,0.8,0.10,1.00,4.50,3.00,2.30
6336,9.00,1.0,0.00,0.40,2.50,2.20,4.20
6337,11.00,2.0,0.00,0.00,2.70,2.90,3.00
6338,9.50,1.6,1.20,1.00,2.50,0.50,
6339,10.00,3.1,1.10,1.70,1.20,2.10,2.60
6340,,>60,1.30,0.00,1.90,1.20,4.00
6341,10.00,,1.70,1.70,1.80,3.00,2.40
6342,9.90,2.6,0.50,0.70,2.30,2.50,3.60
6343,8.50,1.1,0.00,0.00,2.20,1.50,2.00
6344,9.50,150.0,66.00,36.00,1.50,2.00,3.40
6345,11.10,1.0,1.10,0.10,3.00,1.00,5.60
6346,9.50,4.5,0.90,0.40,0.50,1.20,3.90
6347,8.50,2.7,0.00,0.00,4.20,1.80,2.50
6348,11.00,90.0,54.00,24.00,4.00,,1.30
6349,8.30,3.0,0.80,1.10,1.90,1.90,1.80
6350,9.00,5.8,0.40,0.00,0.00,3.50,1.50
6351,8.70,,0.60,1.00,5.10,3.10,1.90
6352,10.00,2.2,0.90,0.00,2.90,2.00,3.70
6353,10.50,1.5,0.50,1.00,3.50,2.00,3.90
6354,7.40,<1,1.30,1.60,1.50,2.00,3.00
6355,8.90,4.5,,1.30,0.50,1.00,2.90
6356,10.50,3.0,1.40,0.00,3.00,0.00,4.80
6357,8.00,4.5,0.80,,5.50,3.50,1.70
6358,8.50,,1.10,1.20,2.80,1.00,0.50
6359,8.00,4.0,0.60,0.00,2.90,3.30,2.00
6360,10.50,6.7,1.10,0.40,0.70,0.90,3.50
6361,9.50,6.0,0.40,0.90,2.00,3.50,1.10
6362,8.50,3.0,1.40,0.00,,1.50,1.30
6363,9.20,4.1,1.60,0.00,2.50,,2.00
6364,8.50,3.3,1.50,0.10,6.70,2.00,3.20
6365,9.00,3.7,1.30,1.60,2.00,2.20,1.60
6366,8.30,2.0,0.00,0.00,1.50,2.00,2.80
6367,9.50,66.0,96.00,66.00,3.90,2.50,2.50
6368,10.20,0.3,0.30,0.60,1.90,,1.50
6369,9.60,3.5,1.00,0.20,1.80,2.90,2.40
6370,10.20,3.5,0.70,0.00,1.50,,2.60
6371,8.50,4.8,0.50,0.90,1.10,3.50,1.20
6372,12.30,,54.00,0.00,2.40,1.50,4.50
6373,11.00,4.0,0.80,0.80,,2.00,3.30
6374,10.20,1.0,0.40,0.00,1.00,,2.00
6375,10.20,72.0,0.00,42.00,,1.00,1.00
6376,11.20,,1.10,,3.40,1.40,3.30
6377,10.00,1.0,0.00,0.50,0.70,3.90,2.50
6378,7.70,TBD,0.00,1.30,1.00,5.00,2.30
6379,9.20,1.5,0.20,0.50,1.50,2.00,3.50
6380,9.50,4.6,0.70,0.00,0.70,3.50,3.00
6381,8.70,2.1,1.60,2.30,3.50,3.80,1.40
6382,12.60,0.5,0.50,0.00,4.80,2.00,3.00
6383,8.30,3.0,0.70,0.30,1.10,2.00,3.70
6384,9.60,5.0,0.90,1.40,2.00,3.30,
6385,9.50,2.4,0.30,0.10,2.50,2.50,2.70
6386,10.20,2.1,0.70,,1.40,,2.40
6387,9.20,4.8,0.90,1.00,,4.00,
6388,9.50,6.5,0.00,,1.60,3.00,2.50
6389,10.10,4.5,1.10,0.70,3.50,0.00,2.40
6390,10.00,7.0,0.70,,2.30,2.10,1.00
6391,9.00,2.0,0.60,0.00,3.00,2.40,4.00
6392,,3.2,1.00,0.20,3.10,4.10,1.90
6393,12.00,90.0,18.00,36.00,3.00,1.50,4.00
6394,10.50,2.0,0.20,0.30,2.00,2.30,4.00
6395,11.50,120.0,0.00,0.00,1.50,0.10,3.30
6396,8.60,2.5,0.30,0.50,6.20,3.00,1.20
6397,11.50,282.0,42.00,0.00,,,2.50
6398,8.50,90.0,54.00,12.00,5.40,2.00,3.60
6399,10.00,0.2,1.10,0.00,4.50,1.00,4.50
6400,10.00,4.2,0.50,0.20,0.50,4.50,2.10
6401,9.30,204.0,36.00,108.00,3.20,2.20,2.00
6402,9.20,3.5,1.00,0.80,4.50,2.90,1.60
6403,9.00,0.9,0.60,0.00,2.30,3.00,3.00
6404,11.00,174.0,0.00,24.00,2.30,2.60,3.00
6405,11.00,3.5,0.80,0.40,2.50,0.50,1.80
6406,8.90,3.5,0.30,0.60,,0.60,3.60
6407,,1.2,0.50,0.00,2.00,0.00,2.50
6408,8.00,6.0,0.60,0.60,2.50,4.00,1.40
6409,9.70,,0.80,1.10,1.00,2.80,2.00
6410,11.00,1.1,1.00,0.00,4.00,1.50,3.00
6411,10.00,,6.00,42.00,,3.00,1.50
6412,10.20,240.0,0.00,0.80,1.00,3.50,2.30
6413,9.00,2.6,0.20,0.50,4.40,3.50,2.50
6414,9.50,4.5,1.00,1.40,1.20,4.40,1.30
6415,10.10,3.5,0.20,0.40,2.70,0.30,4.20
6416,9.20,6.0,1.80,1.60,2.50,1.00,1.50
6417,9.00,3.0,0.80,1.30,0.50,2.20,1.00
6418,9.30,<1,90.00,54.00,3.50,1.30,4.30
6419,10.50,4.3,1.20,0.00,,2.70,3.50
6420,9.50,90.0,78.00,36.00,1.00,2.00,4.60
6421,11.00,2.8,0.00,0.90,2.40,2.50,3.50
6422,10.50,3.5,1.30,0.00,,1.00,3.70
6423,9.60,,0.90,0.10,4.60,2.50,2.00
6424,8.00,--,42.00,96.00,,3.80,1.30
6425,10.30,1.6,0.90,1.00,2.00,0.00,5.60
6426,10.50,,18.00,12.00,2.00,1.10,3.70
6427,9.10,3.5,0.50,2.20,1.10,2.50,3.00
6428,8.20,330.0,0.00,0.00,,3.00,2.00
6429,10.10,3.0,0.50,1.20,3.50,2.00,4.00
6430,9.70,3.6,0.50,1.00,2.60,2.90,
6431,9.50,390.0,60.00,66.00,1.50,4.00,0.00
6432,9.40,3.8,0.60,0.50,1.60,3.80,3.80
6433,,240.0,18.00,0.50,2.40,1.30,4.50
6434,8.30,3.5,1.00,0.90,0.50,4.50,0.70
6435,7.50,,0.50,0.80,,3.00,2.30
6436,9.50,300.0,60.00,12.00,2.50,2.00,3.10
6437,10.00,66.0,42.00,0.50,1.00,2.60,0.00
6438,8.00,6.5,0.70,0.70,1.10,4.30,1.00
6439,9.80,,,0.00,2.10,1.00,3.20
6440,12.20,2.2,0.60,0.70,,1.50,2.40
6441,9.40,2.5,1.00,0.70,3.10,4.20,
6442,10.00,1.9,0.80,0.00,2.00,1.50,1.50
6443,10.70,1.9,0.00,0.00,1.80,1.80,3.60
6444,10.80,1.0,0.60,0.00,2.00,2.20,3.40
6445,9.10,366.0,42.00,30.00,0.10,4.00,2.50
6446,9.50,,12.00,0.00,0.50,0.70,2.00
6447,10.50,2.0,0.00,0.30,1.80,2.50,
6448,7.60,4.6,1.70,1.10,1.20,3.90,1.50
6449,9.90,2.5,1.50,0.80,,1.60,3.00
6450,9.50,2.0,0.60,0.00,2.00,2.50,1.50
6451,8.40,2.5,1.30,0.00,3.50,2.50,4.60
6452,7.50,,0.20,0.00,3.50,3.40,2.10
6453,9.20,1.0,0.30,0.00,2.00,3.60,4.00
6454,11.00,3.9,1.20,1.20,1.00,0.80,3.30
6455,9.50,66.0,0.00,0.00,4.50,2.50,3.00
6456,9.50,0.9,0.40,1.20,4.50,,4.50
6457,10.50,5.3,0.00,0.40,2.10,2.50,2.80
6458,8.80,5.0,0.60,0.50,4.50,4.50,0.60
6459,7.90,2.5,0.70,0.50,2.30,3.20,
6460,9.00,150.0,48.00,0.00,1.90,2.50,4.60
6461,10.20,0.0,6.00,,1.80,2.50,4.50
6462,9.40,3.1,0.00,1.00,1.50,0.50,3.50
6463,9.50,270.0,,0.10,1.00,,4.50
6464,9.20,2.9,0.40,0.50,1.30,2.00,3.00
6465,9.70,4.5,1.00,0.30,2.00,1.80,3.00
6466,8.10,,18.00,0.20,1.50,3.50,1.00
6467,8.00,4.0,0.30,1.30,1.90,6.00,0.00
6468,9.90,246.0,24.00,24.00,3.90,1.00,2.50
6469,8.80,3.6,0.60,1.10,2.60,3.50,0.00
6470,9.80,3.5,1.00,0.90,2.60,2.60,1.90
6471,7.00,7.4,0.70,0.70,0.50,4.30,2.10
6472,10.10,0.5,0.20,0.70,1.00,1.50,
6473,9.70,120.0,30.00,,1.30,0.90,2.40
6474,9.90,4.6,1.10,0.00,1.00,2.50,3.60
6475,10.30,1.8,0.20,0.00,1.50,1.50,2.00
6476,10.20,,36.00,12.00,5.00,3.00,3.30
6477,11.00,210.0,0.00,6.00,2.50,2.00,2.80
6478,8.00,5.4,0.80,0.80,0.00,3.80,1.50
6479,10.50,102.0,0.00,30.00,2.00,1.40,3.00
6480,12.50,2.5,1.00,,1.20,1.20,3.50
6481,10.50,2.6,1.50,0.00,2.00,1.50,4.50
6482,8.00,270.0,30.00,0.00,1.50,2.50,4.60
6483,9.50,2.7,0.00,0.40,2.50,1.50,4.30
6484,9.50,2.0,1.00,0.30,1.70,2.40,2.60
6485,9.00,4.9,0.30,0.90,1.90,,3.10
6486,10.90,180.0,48.00,54.00,2.80,3.00,0.50
6487,12.00,0.6,1.50,0.00,4.90,2.30,3.50
6488,10.00,0.0,0.40,0.00,2.60,,4.60
6489,10.30,60.0,36.00,0.00,3.50,1.00,2.20
6490,9.00,120.0,78.00,1.40,,2.00,
6491,9.00,3.1,1.20,1.50,2.00,3.00,2.30
6492,8.50,3.4,0.40,0.50,2.20,2.50,2.00
6493,8.60,270.0,54.00,54.00,1.10,3.50,1.50
6494,8.60,3.3,1.00,1.00,1.90,3.50,3.00
6495,10.50,66.0,0.00,18.00,3.00,1.80,4.00
6496,8.00,1.7,0.50,1.40,1.10,5.50,0.50
6497,9.50,4.8,0.60,,2.90,2.00,2.40
6498,8.40,5.1,1.60,2.20,1.60,3.50,1.50
6499,9.00,3.0,0.40,1.90,1.90,2.80,1.50
6500,12.50,,0.90,0.20,2.40,0.00,4.60
6501,11.00,1.9,,0.00,2.80,1.00,3.90
6502,10.10,240.0,48.00,30.00,,2.30,2.20
6503,10.00,0.5,0.00,0.20,1.50,2.10,3.10
6504,8.00,6.5,0.90,1.20,1.50,3.60,1.80
6505,9.00,330.0,18.00,60.00,1.60,3.40,1.80
6506,10.10,<1,,24.00,4.00,4.00,3.00
6507,9.60,330.0,54.00,0.70,0.50,4.00,2.00
6508,7.10,270.0,66.00,,2.00,3.80,2.50
6509,8.50,1.3,0.80,0.40,3.00,0.80,2.00
6510,9.50,2.5,0.90,0.10,2.50,2.50,2.80
6511,10.00,--,0.30,0.90,2.00,3.10,2.90
6512,9.00,5.0,1.00,1.00,0.50,1.50,0.90
6513,7.90,6.0,1.60,1.50,1.00,4.00,1.50
6514,8.50,4.0,1.20,0.00,2.20,2.50,4.40
6515,9.90,240.0,90.00,0.70,2.00,0.80,4.00
6516,9.00,4.0,1.90,0.10,3.50,2.50,2.80
6517,11.50,3.5,1.40,0.00,1.30,1.10,4.40
6518,8.50,162.0,78.00,120.00,3.00,5.50,0.50
6519,10.50,120.0,0.00,0.00,1.50,0.50,3.10
6520,9.50,3.0,0.50,0.60,1.00,2.20,3.00
6521,,4.1,0.10,1.40,1.90,2.00,3.10
6522,11.30,42.0,0.00,18.00,3.50,2.20,3.10
6523,11.50,132.0,36.00,24.00,2.00,3.00,3.50
6524,7.70,6.0,0.70,,2.90,3.50,2.00
6525,9.50,72.0,0.00,36.00,5.50,3.70,2.00
6526,10.90,222.0,48.00,48.00,,2.50,3.10
6527,10.60,3.0,,1.20,1.20,2.40,2.50
6528,11.00,150.0,54.00,48.00,3.20,1.50,
6529,11.00,1.8,0.40,0.10,4.00,0.50,5.00
6530,10.00,3.5,0.60,0.00,1.00,2.20,3.10
6531,10.50,4.0,0.80,0.20,1.00,2.00,4.00
6532,8.60,2.7,1.40,0.80,2.50,3.50,2.80
6533,10.70,1.6,0.30,0.00,3.70,2.50,4.20
6534,9.00,5.5,0.60,1.70,1.90,4.20,1.10
6535,,4.5,0.00,0.40,2.50,2.50,3.50
6536,11.50,2.0,,,3.30,0.00,3.50
6537,9.00,1.8,1.20,,1.40,4.20,2.30
6538,10.00,0.0,0.30,0.00,2.00,1.40,4.00
6539,8.00,,,1.70,3.80,2.00,2.10
6540,8.50,1.5,1.10,0.00,4.00,,3.20
6541,8.20,2.2,0.80,2.50,2.00,2.60,0.50
6542,,1.8,0.90,0.00,1.40,0.50,2.10
6543,,2.0,0.40,0.00,3.00,2.00,3.20
6544,9.80,0.5,0.80,0.10,2.20,2.00,3.30
6545,9.50,1.4,0.00,0.40,4.80,3.00,6.00
6546,8.50,4.3,0.10,0.60,0.90,4.00,2.20
6547,10.20,1.8,0.00,0.80,3.80,2.70,2.00
6548,10.50,1.7,,0.00,3.00,1.00,4.50
6549,10.00,<1,6.00,1.80,0.90,0.50,1.60
6550,9.50,5.0,0.70,1.30,2.20,2.00,
6551,9.00,420.0,24.00,18.00,2.00,,3.00
6552,9.90,360.0,66.00,24.00,0.50,2.50,3.20
6553,7.50,5.4,2.10,1.70,0.00,3.60,2.80
6554,,3.0,1.70,0.40,2.20,0.30,3.50
6555,,0.1,0.50,1.00,0.90,0.40,5.50
6556,10.00,270.0,48.00,0.00,2.90,,4.00
6557,8.40,1.1,1.00,1.10,1.90,3.00,1.80
6558,10.50,1.0,1.10,0.00,4.00,3.00,1.80
6559,10.50,60.0,66.00,0.00,3.00,0.50,3.60
6560,8.50,4.5,0.30,1.90,1.60,4.00,2.00
6561,,150.0,54.00,60.00,2.00,2.50,2.50
6562,10.00,0.5,,0.60,4.10,2.50,
6563,9.50,n/a,,0.00,5.40,,
6564,10.50,4.0,0.90,0.00,2.60,1.50,4.30
6565,10.00,2.8,0.30,0.70,2.20,4.70,2.00
6566,8.90,3.0,0.50,1.40,2.00,2.50,3.00
6567,9.00,3.6,0.20,0.50,,3.50,2.50
6568,9.50,2.5,0.00,1.30,3.00,4.40,2.00
6569,9.00,288.0,90.00,0.00,,3.20,2.40
6570,10.50,2.7,0.70,0.20,1.50,1.70,4.30
6571,8.40,4.0,0.30,0.00,,1.80,1.70
6572,12.10,,54.00,,3.80,1.80,4.00
6573,8.00,3.0,0.90,0.80,2.90,3.50,0.40
6574,8.50,6.0,0.30,0.60,2.00,2.90,0.00
6575,11.10,,0.80,1.60,0.70,1.50,3.00
6576,9.60,3.5,0.20,1.00,3.50,1.10,3.50
6577,10.10,174.0,42.00,36.00,1.50,3.00,3.00
6578,8.20,6.0,0.70,0.70,0.50,4.80,
6579,11.00,1.5,1.60,0.00,2.20,1.50,5.20
6580,10.10,150.0,48.00,42.00,4.50,2.00,3.60
6581,10.00,4.5,1.00,0.60,1.30,0.00,
6582,12.00,1.7,0.30,0.00,1.50,0.00,4.20
6583,10.00,3.5,1.30,0.00,2.20,2.70,3.80
6584,7.50,144.0,12.00,1.80,1.20,3.60,3.80
6585,9.00,3.0,0.20,1.20,3.00,,3.00
6586,10.70,3.6,0.40,0.00,3.00,0.90,4.90
6587,9.20,3.5,0.40,0.00,2.00,1.00,2.50
6588,11.00,264.0,42.00,0.70,2.50,1.00,3.00
6589,11.20,66.0,42.00,1.50,2.50,3.00,3.00
6590,8.20,306.0,60.00,30.00,2.50,4.50,1.00
6591,9.50,0.0,1.70,0.00,1.50,2.30,5.00
6592,10.00,1.6,1.40,0.50,5.40,1.10,3.00
6593,9.50,2.5,0.20,0.20,4.00,1.50,1.50
6594,10.00,,0.00,0.00,2.00,0.80,3.00
6595,9.50,,0.30,0.90,5.00,,2.50
6596,11.50,2.9,0.50,0.30,1.90,2.30,3.50
6597,9.90,252.0,54.00,30.00,0.90,3.50,2.00
6598,10.30,3.6,0.60,0.60,2.30,2.50,
6599,11.50,5.6,0.30,0.50,0.50,3.10,2.00
6600,11.50,168.0,48.00,0.00,1.00,2.70,2.50
6601,9.70,0.0,0.10,0.00,6.70,0.00,4.70
6602,9.20,3.5,,1.50,1.60,4.00,2.50
6603,8.50,0.4,0.70,2.10,4.40,3.00,2.40
6604,10.50,0.0,1.00,0.00,5.10,1.60,3.60
6605,10.00,5.0,0.40,1.00,2.00,3.00,2.50
6606,10.50,0.5,0.80,1.40,3.90,1.70,3.00
6607,10.30,120.0,96.00,42.00,3.00,1.50,5.00
6608,10.50,4.4,0.30,1.20,2.50,2.00,3.50
6609,10.10,3.0,1.20,0.30,1.20,4.00,2.50
6610,9.00,8.0,0.20,0.00,0.10,,2.50
6611,10.60,2.5,1.40,0.30,2.50,0.50,3.30
6612,9.00,390.0,30.00,1.00,1.50,3.50,1.50
6613,10.00,0.0,0.80,0.20,3.00,1.50,4.50
6614,10.10,132.0,0.00,24.00,3.50,3.50,4.90
6615,9.00,3.5,,0.40,2.70,4.00,2.20
6616,10.00,0.3,0.00,0.60,3.10,,3.70
6617,11.00,0.0,0.90,0.10,2.50,3.10,2.80
6618,10.40,1.4,1.30,0.00,2.50,1.90,3.10
6619,,4.0,1.50,0.10,1.50,,1.00
6620,9.10,90.0,66.00,0.00,1.00,3.50,0.70
6621,8.40,2.9,1.00,1.20,1.70,3.00,3.00
6622,9.00,270.0,12.00,0.50,2.90,4.50,2.10
6623,10.50,150.0,,0.00,1.00,0.00,
6624,10.00,240.0,18.00,0.90,2.30,2.60,3.50
6625,11.00,2.5,1.40,0.30,2.50,3.00,3.50
6626,10.60,4.8,1.30,2.00,,2.40,
6627,8.00,4.4,0.90,1.30,2.90,5.50,1.50
6628,9.80,4.5,,1.20,1.10,1.20,2.50
6629,10.00,150.0,30.00,0.80,1.90,,4.30
6630,8.80,3.7,,0.80,1.00,4.00,3.30
6631,10.00,1.5,0.10,0.50,2.20,1.70,3.00
6632,8.60,5.3,0.80,0.00,,3.50,3.40
6633,10.00,3.5,0.30,0.30,2.30,0.50,1.50
6634,11.20,,0.30,0.00,6.00,0.80,4.50
6635,10.90,1.2,0.40,0.10,,1.80,3.00
6636,9.60,3.5,0.70,0.00,,2.50,2.70
6637,9.00,1.2,0.30,0.00,2.50,3.70,2.10
6638,7.70,3.2,1.70,1.10,2.30,4.00,2.00
6639,10.80,210.0,36.00,42.00,2.50,2.70,3.40
6640,10.50,4.0,,0.10,,,3.00
6641,8.00,2.6,0.50,1.10,3.60,1.60,3.00
6642,10.00,192.0,54.00,12.00,3.50,2.00,3.90
6643,10.50,0.0,0.80,0.60,3.00,1.00,
6644,9.50,450.0,54.00,84.00,1.00,2.50,0.70
6645,9.50,4.0,0.00,0.00,2.50,3.00,3.80
6646,9.70,1.0,,0.00,3.30,4.00,3.30
6647,10.50,3.0,0.10,0.00,1.90,2.50,1.50
6648,9.50,3.5,0.30,0.20,4.00,1.60,2.00
6649,10.30,1.8,1.10,0.40,4.90,1.00,4.00
6650,10.00,180.0,54.00,0.00,1.50,3.50,2.50
6651,9.50,4.0,0.30,,2.00,1.30,4.50
6652,9.00,4.6,0.60,0.50,2.40,3.00,3.30
6653,7.50,4.0,1.30,0.70,0.60,2.70,3.00
6654,8.90,6.2,0.50,0.90,0.70,4.60,1.00
6655,10.30,3.5,0.10,,2.20,2.50,3.90
6656,10.90,1.9,0.20,0.10,4.00,1.20,
6657,11.40,210.0,18.00,18.00,2.40,1.50,4.50
6658,8.50,132.0,90.00,42.00,3.00,,0.90
6659,10.50,n/a,1.10,0.50,1.20,2.50,4.00
6660,11.10,282.0,60.00,0.40,1.90,1.50,2.60
6661,8.00,3.5,0.90,1.10,2.50,4.30,1.20
6662,8.00,3.0,0.60,1.40,1.00,3.00,1.00
6663,9.90,84.0,0.00,0.40,0.90,2.50,4.80
6664,11.00,0.2,0.30,0.90,2.00,1.90,3.50
6665,10.50,4.0,0.60,0.00,4.00,2.50,2.20
6666,8.50,<1,108.00,0.00,3.50,2.00,3.20
6667,10.00,2.0,,1.40,0.50,2.90,2.10
6668,,5.5,0.20,0.60,0.90,2.90,2.50
6669,10.90,192.0,24.00,,2.20,,3.50
6670,8.50,5.6,0.80,0.70,2.00,3.00,1.70
6671,9.50,2.0,0.20,0.60,4.50,3.50,2.20
6672,9.00,1.0,1.60,0.10,2.50,4.00,0.90
6673,10.30,30.0,24.00,30.00,4.50,0.00,1.70
6674,11.00,5.5,,0.00,2.00,0.00,
6675,8.60,132.0,18.00,30.00,2.80,3.50,1.50
6676,11.00,3.2,0.90,0.60,1.20,1.00,4.10
6677,10.00,1.5,1.10,0.50,2.00,2.50,1.80
6678,9.50,5.0,0.00,0.40,0.50,3.70,3.00
6679,9.80,228.0,30.00,72.00,,4.60,0.50
6680,10.50,90.0,42.00,54.00,3.50,2.00,2.00
6681,9.80,4.0,0.50,0.00,1.70,2.20,2.50
6682,11.00,42.0,72.00,,3.50,1.50,4.00
6683,8.90,1.0,0.00,0.00,1.00,2.50,1.80
6684,10.50,2.0,0.10,0.50,5.50,2.00,4.50
6685,11.00,0.0,1.60,0.00,1.50,0.00,4.30
6686,9.70,3.4,1.40,0.00,0.50,3.60,3.30
6687,10.00,330.0,,24.00,1.50,2.20,3.40
6688,10.50,2.0,0.30,1.20,2.50,1.00,3.30
6689,9.80,1.0,,0.00,1.80,1.50,4.00
6690,,5.5,0.20,2.30,1.60,5.50,1.00
6691,10.50,0.5,,1.50,3.90,1.50,3.50
6692,9.60,150.0,6.00,78.00,1.50,3.50,2.50
6693,9.00,--,30.00,0.40,4.10,2.80,3.50
6694,10.00,,0.60,0.50,2.20,2.30,2.00
6695,8.50,3.5,1.30,0.00,1.20,2.50,3.50
6696,10.50,5.5,,1.10,1.80,2.50,1.50
6697,9.90,5.0,0.40,0.80,1.20,3.20,2.50
6698,9.70,4.2,0.80,1.30,2.00,3.10,2.50
6699,9.50,,0.00,0.10,5.10,2.10,3.90
6700,11.00,72.0,96.00,30.00,1.10,2.50,4.00
6701,8.50,1.4,2.00,0.80,3.00,,2.00
6702,9.00,222.0,18.00,42.00,2.70,3.00,2.50
6703,8.50,4.0,,1.30,0.40,3.50,2.00
6704,10.00,,78.00,0.00,0.90,3.30,3.40
6705,7.50,240.0,42.00,,4.60,3.10,
6706,7.80,3.3,0.70,1.10,3.00,3.00,1.50
6707,8.50,90.0,18.00,0.00,2.50,1.50,4.20
6708,11.00,4.0,0.50,0.10,2.00,3.80,2.50
6709,10.00,2.2,0.70,,0.50,2.60,2.00
6710,8.40,2.5,1.10,0.20,3.00,2.50,2.30
6711,9.50,3.5,0.00,0.50,4.40,1.00,3.50
6712,9.80,4.6,0.60,0.30,1.10,2.50,3.60
6713,9.90,6.0,60.00,0.00,1.50,0.60,4.70
6714,9.70,2.6,1.10,0.50,2.00,3.10,3.20
6715,11.20,2.7,0.80,,4.40,2.60,3.10
6716,7.50,5.0,0.70,1.20,1.60,4.00,2.30
6717,9.00,4.9,2.30,0.70,0.90,3.50,2.50
6718,8.00,3.2,0.00,2.00,2.00,2.00,0.50
6719,8.70,2.9,0.70,1.30,2.50,3.50,1.60
6720,10.30,0.0,0.70,1.20,5.00,0.30,3.60
6721,11.00,3.2,0.20,0.10,1.70,1.00,3.50
6722,9.70,3.0,1.00,,2.00,4.00,1.50
6723,,300.0,60.00,90.00,2.00,4.00,1.10
6724,9.00,2.2,0.30,0.80,2.70,,
6725,9.20,2.9,0.00,0.00,3.00,3.50,3.40
6726,10.80,1.5,0.20,0.70,1.70,,
6727,9.80,4.5,0.50,1.30,2.50,2.50,1.00
6728,9.60,318.0,12.00,0.00,1.50,4.60,2.00
6729,8.00,3.4,0.90,0.90,,3.00,1.20
6730,8.60,288.0,30.00,36.00,4.00,3.10,1.00
6731,9.00,3.0,0.70,0.90,1.70,3.50,0.50
6732,11.00,1.5,,0.40,4.40,2.20,2.50
6733,,1.0,0.60,0.00,3.10,4.00,3.50
6734,,,24.00,0.40,4.50,2.40,1.60
6735,9.00,180.0,102.00,72.00,0.00,2.10,1.50
6736,7.30,3.5,,1.20,0.50,3.00,0.10
6737,11.50,4.4,0.20,0.30,1.50,2.40,3.00
6738,9.60,2.4,1.70,,1.40,3.90,3.00
6739,7.00,3.4,,0.20,4.40,2.90,2.50
6740,10.50,4.4,1.20,0.10,1.50,2.50,2.30
6741,10.10,0.0,1.00,0.50,2.10,2.20,4.50
6742,11.50,1.5,0.30,0.00,4.60,1.90,4.90
6743,11.10,4.0,0.60,0.40,1.50,3.50,2.50
6744,10.50,3.5,0.80,0.00,3.60,1.50,3.00
6745,9.50,324.0,42.00,54.00,1.00,3.80,0.50
6746,,4.0,0.10,0.00,3.00,1.90,3.70
6747,7.50,1.2,0.70,0.40,1.60,4.00,3.00
6748,12.00,126.0,42.00,,0.30,3.00,
6749,9.00,4.3,,0.40,5.70,2.50,1.50
6750,10.70,3.5,0.90,1.40,0.50,2.20,4.50
6751,8.50,--,126.00,1.80,2.90,,1.50
6752,10.00,>60,96.00,6.00,1.90,3.30,3.50
6753,11.00,3.6,1.00,0.90,2.30,1.70,
6754,9.50,330.0,0.00,0.00,0.60,1.00,1.70
6755,12.30,210.0,36.00,48.00,3.80,1.50,2.50
6756,,30.0,30.00,1.10,2.40,,6.00
6757,10.40,1.8,0.20,0.00,3.00,3.00,2.00
6758,11.50,0.0,1.10,0.00,4.00,0.50,3.50
6759,,,1.30,0.40,2.70,1.50,3.90
6760,11.80,3.0,,0.40,2.50,1.10,3.40
6761,8.70,5.0,1.30,1.10,,3.90,2.10
6762,,360.0,90.00,90.00,1.60,3.00,1.40
6763,10.50,1.5,0.60,0.20,2.00,0.70,2.50
6764,9.00,3.0,1.50,0.10,2.60,0.80,4.20
6765,10.60,0.0,0.80,1.30,2.50,0.40,4.20
6766,9.30,120.0,12.00,0.00,4.00,2.50,5.00
6767,9.40,3.2,0.70,0.00,2.00,2.70,4.00
6768,9.20,2.5,0.80,0.60,4.20,1.90,2.50
6769,8.60,5.0,0.60,0.50,3.00,3.20,2.30
6770,9.20,2.0,0.00,0.40,2.60,2.00,
6771,11.00,2.0,1.30,0.00,2.80,2.00,3.50
6772,9.50,210.0,,30.00,2.60,,1.90
6773,8.80,1.3,0.90,0.50,1.00,3.30,2.50
6774,8.90,240.0,,60.00,2.50,6.00,0.00
